Date,Price,Open,High,Low,Vol.,Change %
2/22/2024,96.3,96.3,96.9,95.8,51.81K,1.37%
2/21/2024,95,96.5,96.5,94.3,42.35K,-0.84%
2/20/2024,95.8,96,96,94.5,65.56K,0.31%
2/19/2024,95.5,96.9,96.9,94,106.54K,-1.24%
2/16/2024,96.7,94.1,96.9,93,54.83K,1.90%
2/15/2024,94.9,93.6,94.9,93.5,13.71K,1.06%
2/14/2024,93.9,93.5,93.9,93.5,3.09K,0.43%
2/13/2024,93.5,92.2,94.8,92.2,6.65K,-0.53%
2/12/2024,94,94,94.3,92.1,19.83K,0.53%
2/9/2024,93.5,93.5,94.9,92.5,24.73K,-0.53%
2/8/2024,94,98,98,93,90.52K,-1.05%
2/7/2024,95,97.5,97.5,95,94.18K,-2.06%
2/6/2024,97,99,99,96.9,54.86K,-2.51%
2/2/2024,99.5,99.9,99.9,99,39.06K,0.10%
2/1/2024,99.4,98.7,101,98.5,312.65K,1.43%
1/31/2024,98,94,99,94,249.19K,4.26%
1/30/2024,94,93.5,94.9,93.5,8.26K,0.11%
1/29/2024,93.9,93.4,95,93.4,23.51K,0.97%
1/26/2024,93,90.2,94.8,90.1,92.35K,2.42%
1/24/2024,90.8,91,91.9,90.7,30.51K,-0.22%
1/23/2024,91,92,93.3,90.1,14.64K,-1.30%
1/22/2024,92.2,91.4,93.4,90.7,31.68K,1.32%
1/19/2024,91,90.5,91.2,90.4,13.49K,0.11%
1/18/2024,90.9,92.6,92.6,90.9,30.87K,-2.15%
1/17/2024,92.9,93,94,92,97.41K,0.98%
1/16/2024,92,93,97.6,92,289.02K,3.37%
1/12/2024,89,91,91,88,29.94K,-1.11%
1/11/2024,90,91.3,91.3,89,49.92K,0.00%
1/10/2024,90,92,92,89.6,19.57K,-2.17%
1/9/2024,92,92,92.9,92,8.82K,-1.08%
1/8/2024,93,92.5,93,90.9,10.02K,0.32%
1/5/2024,92.7,91.5,93.4,91,43.33K,0.22%
1/4/2024,92.5,93.9,93.9,91,47.92K,-0.54%
1/3/2024,93,92.2,93.9,92.2,52.71K,1.64%
1/2/2024,91.5,93,93,91.1,11.07K,-1.61%
12/29/2023,93,92,94,91.4,10.30K,-0.75%
12/28/2023,93.7,93.8,94.8,91,68.82K,0.11%
12/27/2023,93.6,91.7,94.4,91.1,36.69K,2.07%
12/22/2023,91.7,94.4,94.4,91.7,41.59K,-0.97%
12/21/2023,92.6,94.2,94.8,92.4,62.90K,-0.75%
12/20/2023,93.3,93,94.5,93,20.92K,0.65%
12/19/2023,92.7,92.7,93.9,92.2,68.36K,-2.01%
12/18/2023,94.6,94.9,94.9,92.6,30.73K,1.72%
12/15/2023,93,95,96.4,93,119.69K,-2.92%
12/14/2023,95.8,98,98,94.9,127.57K,-1.24%
12/13/2023,97,98,98,96.8,17.72K,-1.92%
12/12/2023,98.9,97,99.9,96.4,72.75K,1.02%
12/11/2023,97.9,97,97.9,95.7,24.83K,0.31%
12/8/2023,97.6,97.3,100,96,152.32K,-1.81%
12/7/2023,99.4,100,100.5,97,60.16K,-0.10%
12/6/2023,99.5,100,101,99.3,12.93K,-0.50%
12/5/2023,100,99.5,101,99.5,36.58K,0.00%
12/4/2023,100,100,101,99.5,41.04K,-0.25%
12/1/2023,100.25,102,102,100,86.51K,-0.74%
11/30/2023,101,102,102,100.75,16.29K,-1.70%
11/29/2023,102.75,101.75,103,100,69.04K,1.73%
11/28/2023,101,103.5,103.5,100,158.04K,0.00%
11/27/2023,101,104.5,104.5,100,98.12K,-2.18%
11/24/2023,103.25,104.5,104.5,103,71.32K,0.00%
11/23/2023,103.25,104,104.75,103,204.93K,0.73%
11/22/2023,102.5,102,104,100.5,111.27K,0.49%
11/21/2023,102,99.5,104.5,99.5,171.44K,0.00%
11/20/2023,102,101.5,102.25,99,115.31K,2.41%
11/17/2023,99.6,99.9,102.5,99.2,150.05K,-0.40%
11/16/2023,100,98.3,100.75,95.2,67.06K,1.01%
11/15/2023,99,99,99.3,97,31.98K,-0.20%
11/14/2023,99.2,98,101,98,44.40K,-0.30%
11/13/2023,99.5,102,104,99,128.54K,-2.45%
11/10/2023,102,100,105.5,99.5,662.42K,1.24%
11/9/2023,100.75,96,102,95,280.99K,4.95%
11/8/2023,96,97.2,98.3,95.4,51.38K,-2.04%
11/7/2023,98,97,99.4,96.7,74.43K,0.82%
11/6/2023,97.2,99,99,97.2,12.81K,-1.32%
11/3/2023,98.5,99,99.5,96.8,110.30K,0.92%
11/2/2023,97.6,98.1,99,97,63.85K,0.10%
11/1/2023,97.5,101,101,97.5,10.73K,-2.01%
10/31/2023,99.5,99.4,102.5,98,83.41K,1.63%
10/30/2023,97.9,99.7,100,97,55.43K,-0.81%
10/27/2023,98.7,99.3,102,98,109.87K,1.02%
10/26/2023,97.7,99,102,97.2,74.55K,-1.71%
10/25/2023,99.4,101,101.5,97,109.47K,-1.58%
10/24/2023,101,105,105.75,99.1,566.74K,-2.88%
10/23/2023,104,96.3,104,95.2,1.18M,8.00%
10/20/2023,96.3,92,98,91,247.49K,4.33%
10/19/2023,92.3,91.8,92.4,89.5,101.22K,1.21%
10/18/2023,91.2,92.8,92.9,89.5,78.19K,1.33%
10/17/2023,90,92,92.9,89.3,29.07K,0.90%
10/16/2023,89.2,90.2,95,87,149.98K,0.22%
10/13/2023,89,90.8,90.8,85.1,8.88K,-1.00%
10/12/2023,89.9,89.5,91.8,88.6,35.10K,-0.11%
10/11/2023,90,93,93.8,88.5,40.56K,-1.53%
10/10/2023,91.4,92,93.9,91.1,39.57K,0.44%
10/9/2023,91,91,95.8,88.5,123.45K,-3.40%
10/6/2023,94.2,95,99,94,355.15K,-0.21%
10/5/2023,94.4,84,96.4,84,590.78K,12.65%
10/4/2023,83.8,82.4,84.9,82,68.48K,1.95%
10/3/2023,82.2,83,83.9,82.2,23.24K,-2.14%
10/2/2023,84,85.4,85.4,82,15.80K,0.84%
9/27/2023,83.3,83.4,85.3,81.7,34.99K,1.34%
9/26/2023,82.2,83,83.5,81.7,12.70K,-0.96%
9/25/2023,83,83.1,85,82.5,10.64K,-1.78%
9/22/2023,84.5,84,85.3,82.5,26.05K,0.60%
9/21/2023,84,84.9,84.9,84,4.27K,-1.18%
9/20/2023,85,86,86,83.2,28.09K,0.00%
9/19/2023,85,85.4,86,84.9,11.85K,-0.12%
9/18/2023,85.1,86,86,85,15.30K,-0.58%
9/15/2023,85.6,87.7,87.7,85.5,3.99K,-0.47%
9/14/2023,86,87.5,88.3,85,39.46K,0.47%
9/13/2023,85.6,86.1,87.5,85.1,23.60K,-0.58%
9/12/2023,86.1,86.9,87.5,85.8,39.44K,0.12%
9/11/2023,86,86,86.9,85.7,46.50K,-1.15%
9/8/2023,87,86.7,87,85.3,54.44K,0.93%
9/7/2023,86.2,85,86.4,85,36.71K,2.50%
9/6/2023,84.1,86.1,86.2,84.1,66.41K,-2.77%
9/5/2023,86.5,86.5,88.9,86,147.81K,0.58%
9/4/2023,86,87,87,85.7,15.94K,-3.26%
9/1/2023,88.9,89.9,89.9,87,36.59K,0.00%
8/31/2023,88.9,85,89.8,84.7,46.68K,4.59%
8/29/2023,85,85.5,88,85,44.26K,0.00%
8/28/2023,85,85,85.8,84,24.19K,0.00%
8/25/2023,85,85.5,87.8,85,16.89K,-0.82%
8/24/2023,85.7,87.9,87.9,85,27.34K,-0.92%
8/23/2023,86.5,86.3,87.9,85.5,21.88K,-0.35%
8/22/2023,86.8,88.2,89.3,85,65.76K,-2.47%
8/21/2023,89,90,90.9,88.1,23.74K,-1.00%
8/18/2023,89.9,86.6,90,86.6,70.27K,1.01%
8/17/2023,89,88.5,91.5,86,127.12K,0.45%
8/16/2023,88.6,89,89.8,88.1,66.26K,-0.45%
8/15/2023,89,87.4,89.9,87,44.96K,0.79%
8/14/2023,88.3,89,90.5,87,54.34K,-1.89%
8/11/2023,90,89.1,91.5,89.1,34.44K,0.56%
8/10/2023,89.5,92,94,88.9,90.59K,-1.65%
8/9/2023,91,92.5,94.8,90,110.92K,-1.19%
8/8/2023,92.1,93.5,94,92,119.36K,-2.02%
8/7/2023,94,94.5,94.8,93,100.95K,-1.05%
8/4/2023,95,95.1,98.7,94.7,120.34K,-0.52%
8/3/2023,95.5,97.4,97.9,94.5,103.28K,-2.45%
8/2/2023,97.9,99,99,97,31.43K,-0.10%
7/31/2023,98,98,99.9,97.8,21.25K,-0.41%
7/28/2023,98.4,99.6,100,97.9,72.52K,-1.11%
7/27/2023,99.5,98.1,101,98.1,131.80K,1.02%
7/26/2023,98.5,99.9,99.9,98,44.82K,-1.40%
7/25/2023,99.9,102,102,98.1,144.66K,-2.06%
7/24/2023,102,99.8,103,99.8,41.66K,-0.49%
7/21/2023,102.5,100,103,99.3,163.96K,3.85%
7/20/2023,98.7,97.7,101,97.7,73.96K,1.13%
7/19/2023,97.6,100.25,100.25,96.9,274.36K,-4.08%
7/18/2023,101.75,103,103.75,100,92.97K,-1.69%
7/17/2023,103.5,103.25,104,100,98.57K,-0.48%
7/14/2023,104,103.75,104.75,101.25,116.11K,0.00%
7/13/2023,104,102.5,105.5,101.5,198.09K,0.24%
7/12/2023,103.75,104.5,106,102.5,199.27K,3.49%
7/11/2023,100.25,101.25,102,98.4,88.91K,-1.47%
7/10/2023,101.75,104.25,106,101,56.52K,-3.78%
7/7/2023,105.75,105,106.5,101,211.64K,0.71%
7/6/2023,105,101,106,98,362.85K,4.22%
7/5/2023,100.75,96.3,102,94.7,257.86K,4.73%
7/4/2023,96.2,95,97.3,93.5,403.82K,0.00%
6/28/2023,96.2,96,97.3,94.5,64.28K,1.37%
6/27/2023,94.9,97,97,94,87.50K,-2.67%
6/26/2023,97.5,97.6,98.4,93.5,408.99K,-0.51%
6/23/2023,98,100,101.5,97.1,83.94K,-2.00%
6/22/2023,100,107.5,108.75,99,679.71K,-5.66%
6/21/2023,106,96,106.5,95.6,524.81K,10.99%
6/20/2023,95.5,92,96,92,618.70K,4.26%
6/19/2023,91.6,90.9,93,90,184.41K,1.22%
6/16/2023,90.5,91.2,93.4,87.8,383.67K,2.84%
6/15/2023,88,89,89,87,175.07K,-1.12%
6/14/2023,89,87.7,92,87,213.30K,1.60%
6/13/2023,87.6,87,88.5,86.2,47.26K,1.15%
6/12/2023,86.6,87,90,86.6,90.81K,2.00%
6/9/2023,84.9,93.1,94,83.2,726.10K,-8.81%
6/8/2023,93.1,91.4,93.8,91.4,29.52K,1.75%
6/7/2023,91.5,91.2,93.9,90.2,27.46K,-1.51%
6/6/2023,92.9,93,95,92.2,22.29K,0.22%
6/5/2023,92.7,93.9,95,92.5,83.03K,-1.49%
6/2/2023,94.1,92.5,97.9,92.5,122.72K,2.28%
6/1/2023,92,86.8,92.5,86.8,228.39K,6.98%
5/31/2023,86,84.9,86.7,84.9,16.96K,1.30%
5/30/2023,84.9,85.1,85.9,83.7,34.31K,-0.47%
5/29/2023,85.3,85.6,86.7,85.2,26.49K,-0.93%
5/26/2023,86.1,86.9,87,85.8,9.87K,-0.92%
5/25/2023,86.9,86.7,87,85,8.49K,-0.11%
5/24/2023,87,87.4,87.4,85.6,10.01K,0.00%
5/23/2023,87,85.5,87.9,83.1,7.90K,1.05%
5/22/2023,86.1,85.1,88.5,82,130.72K,1.29%
5/19/2023,85,87,87,83.1,65.84K,2.41%
5/18/2023,83,86,87,83,49.92K,-4.05%
5/17/2023,86.5,85.3,88.8,85.2,9.71K,0.00%
5/16/2023,86.5,85.5,86.5,85.5,43.88K,0.23%
5/15/2023,86.3,88.1,88.9,85.3,33.21K,-2.04%
5/12/2023,88.1,90.1,90.7,88.1,21.84K,-2.11%
5/11/2023,90,90,91,88.7,70.64K,0.56%
5/10/2023,89.5,91.4,91.4,88.6,39.30K,-1.54%
5/9/2023,90.9,91.9,92.5,90,51.92K,1.00%
5/8/2023,90,86.2,93,86.2,272.06K,4.65%
5/4/2023,86,87,87.9,85.4,20.18K,-0.92%
5/3/2023,86.8,87,88.8,85.5,62.38K,0.12%
5/2/2023,86.7,90,90,85,133.94K,-4.73%
4/28/2023,91,90.1,92.8,90,56.72K,-1.09%
4/27/2023,92,91.3,93.4,88.5,150.25K,0.00%
4/26/2023,92,94,94.5,91.8,26.71K,-2.13%
4/25/2023,94,95,95,91.6,69.25K,-1.05%
4/24/2023,95,94.9,95.8,92.5,61.79K,0.53%
4/21/2023,94.5,94.2,96,93,171.27K,-0.94%
4/20/2023,95.4,95,97,94.8,241.43K,-1.75%
4/19/2023,97.1,99.3,99.3,96.4,47.53K,-0.92%
4/18/2023,98,97,99.3,95,221.06K,1.03%
4/17/2023,97,99.7,99.7,96,56.27K,-2.41%
4/12/2023,99.4,101,101,96.2,258.99K,-2.07%
4/11/2023,101.5,97.9,103.5,97.3,329.43K,3.57%
4/10/2023,98,100,102.75,97.3,152.39K,-3.92%
4/6/2023,102,92.1,102,92,734.22K,11.48%
4/4/2023,91.5,90.6,92.8,89.6,303.49K,0.66%
4/3/2023,90.9,91.5,94.1,90,288.10K,-4.01%
3/31/2023,94.7,96.2,99.5,91.5,186.14K,-1.35%
3/30/2023,96,101,102.5,93.2,596.50K,-6.11%
3/29/2023,102.25,112,113,100.25,594.68K,-8.71%
3/28/2023,112,114,114.75,111.5,147.66K,0.00%
3/27/2023,112,112.5,117,110.25,717.93K,0.90%
3/24/2023,111,113,115,108,772.94K,-0.89%
3/23/2023,112,115,121.75,110.25,2.03M,-1.54%
3/22/2023,113.75,98,118,93.3,4.05M,19.99%
3/21/2023,94.8,93,99,89.8,2.54M,11.66%
3/20/2023,84.9,79.8,86,79.8,687.37K,6.79%
3/17/2023,79.5,80.1,81,79,64.40K,-0.63%
3/16/2023,80,80,81.8,79.9,105.35K,0.00%
3/15/2023,80,82,83,80,135.52K,-1.36%
3/14/2023,81.1,81.5,83.8,80.9,258.16K,0.25%
3/13/2023,80.9,83.1,83.5,80.9,216.56K,-2.65%
3/10/2023,83.1,82.5,84.9,82,68.17K,0.36%
3/9/2023,82.8,83.6,85,82,128.95K,-2.01%
3/8/2023,84.5,84,87.9,83.6,229.73K,0.60%
3/7/2023,84,89,89,83.5,324.19K,-5.62%
3/3/2023,89,86,89.5,86,186.20K,4.71%
3/2/2023,85,84.6,86.9,83.3,65.43K,0.71%
3/1/2023,84.4,84.6,86.9,83.5,37.64K,-0.24%
2/28/2023,84.6,85.4,88,84.6,146.88K,-1.40%
2/27/2023,85.8,86,87.9,85.5,79.24K,-0.58%
2/24/2023,86.3,90,91.9,85.6,531.57K,-4.00%
2/23/2023,89.9,85,90,83.2,867.40K,5.76%
2/22/2023,85,82.9,85,81.1,748.98K,2.53%
2/21/2023,82.9,80,83.8,77,610.45K,4.94%
2/20/2023,79,70.5,83,70,2.25M,9.72%
2/17/2023,72,72,73,71.1,76.93K,1.12%
2/16/2023,71.2,70.1,73,70,484.91K,1.71%
2/15/2023,70,69,70,68,83.07K,1.45%
2/14/2023,69,70.9,70.9,67.6,287.92K,-2.82%
2/13/2023,71,71.1,72.9,70.5,95.36K,-2.07%
2/10/2023,72.5,72.3,72.6,67,175.94K,0.83%
2/9/2023,71.9,71,72.5,70.2,68.15K,-0.14%
2/8/2023,72,71.1,72.3,70.2,286.37K,2.86%
2/7/2023,70,74,74.5,70,456.33K,-4.76%
2/6/2023,73.5,68,73.5,67.9,1.75M,9.70%
2/3/2023,67,67.9,68,66,225.22K,-1.47%
2/2/2023,68,67.8,69,66.3,182.77K,2.26%
2/1/2023,66.5,65,66.5,64.5,44.51K,0.15%
1/31/2023,66.4,65.2,67.9,64.5,5.42K,0.30%
1/30/2023,66.2,65.8,68.2,65.8,112.39K,0.30%
1/27/2023,66,65.8,66,65.8,111.98K,0.46%
1/26/2023,65.7,68,68,65,7.52K,-3.38%
1/25/2023,68,69,70,67.9,137.71K,0.00%
1/24/2023,68,65.5,69.9,65.5,277.68K,9.50%
1/23/2023,62.1,64.9,64.9,62.1,35.66K,-4.02%
1/20/2023,64.7,63,65.9,63,24.85K,1.89%
1/19/2023,63.5,63.5,64.7,62,102.27K,-1.40%
1/18/2023,64.4,63.6,64.9,63.5,6.96K,0.00%
1/17/2023,64.4,63,64.4,63,29.06K,2.06%
1/13/2023,63.1,64.5,64.5,63,39.06K,-2.92%
1/12/2023,65,64.4,66,64.4,21.65K,1.09%
1/11/2023,64.3,65,67,64,21.75K,-0.77%
1/10/2023,64.8,67,69,64.8,147.35K,-2.99%
1/9/2023,66.8,69.6,72.5,66,195.01K,1.52%
1/5/2023,65.8,65.8,65.8,65,33.93K,0.46%
1/4/2023,65.5,66.2,66.5,65.5,6.82K,-0.91%
1/3/2023,66.1,68,68,66,59.05K,-2.94%
1/2/2023,68.1,68,69.1,67.5,39.76K,0.29%
12/30/2022,67.9,68,68.6,66.1,63.55K,1.34%
12/29/2022,67,71.6,71.6,66.5,104.14K,-6.69%
12/28/2022,71.8,71,73.5,71,268.72K,1.13%
12/27/2022,71,67.3,71.5,67.3,149.13K,5.97%
12/23/2022,67,63.4,67.9,63.4,122.14K,5.51%
12/22/2022,63.5,64,64.5,62,36.66K,-0.78%
12/21/2022,64,63,64.5,60.8,63.30K,5.79%
12/20/2022,60.5,62.1,64,60.5,53.96K,-2.42%
12/19/2022,62,64.1,64.1,62,40.84K,-3.13%
12/16/2022,64,64.5,64.5,63.7,2.72K,-0.78%
12/15/2022,64.5,65,66.5,64.3,17.50K,-2.12%
12/14/2022,65.9,66,66.9,64.1,65.63K,1.23%
12/13/2022,65.1,67.2,67.8,65.1,68.44K,-4.12%
12/12/2022,67.9,70.9,70.9,67.7,67.35K,-2.30%
12/9/2022,69.5,69,73,68,86.19K,1.91%
12/8/2022,68.2,65.9,68.2,65.1,48.11K,3.49%
12/6/2022,65.9,69.4,69.4,65.8,28.30K,-2.66%
12/5/2022,67.7,68,69.5,67.5,36.01K,-1.31%
12/2/2022,68.6,69.5,70,67,36.49K,0.15%
12/1/2022,68.5,69,70.9,68.1,90.68K,-0.58%
11/30/2022,68.9,69.5,72,67.5,163.35K,-1.57%
11/29/2022,70,69.9,72.8,68.1,143.96K,0.86%
11/28/2022,69.4,71,72.9,69,148.58K,-3.61%
11/25/2022,72,71,73.8,70.1,95.51K,0.00%
11/24/2022,72,72.6,74,70,97.62K,-2.04%
11/23/2022,73.5,78,78,73,340.23K,-3.92%
11/22/2022,76.5,71,78.9,71,466.59K,6.25%
11/21/2022,72,71.4,74,68.3,131.34K,1.41%
11/18/2022,71,76.8,76.8,70,580.32K,-6.70%
11/17/2022,76.1,70.3,77,70.3,1.88M,7.33%
11/16/2022,70.9,73,73,68.1,339.95K,-2.88%
11/15/2022,73,67,77,65,2.55M,14.96%
11/14/2022,63.5,60,65.5,60,987.03K,5.83%
11/11/2022,60,57,62.5,55.1,102.61K,5.26%
11/10/2022,57,54.2,57.9,54.2,4.14K,-0.18%
11/9/2022,57.1,55,57.9,55,24.15K,-0.17%
11/8/2022,57.2,58.2,58.2,54.1,170.64K,-2.72%
11/4/2022,58.8,58.4,60,58.2,25.42K,0.86%
11/3/2022,58.3,61,61,57,63.21K,-4.27%
11/2/2022,60.9,59.4,63,59.4,235.78K,1.50%
11/1/2022,60,60,62,57.4,65.94K,-0.17%
10/31/2022,60.1,59,62.9,59,52.95K,0.00%
10/28/2022,60.1,61.4,64,60,184.67K,-2.28%
10/27/2022,61.5,57.4,61.5,55.5,118.05K,9.82%
10/26/2022,56,55.6,57.2,55.6,57.39K,1.82%
10/25/2022,55,58,60,55,108.48K,-5.98%
10/21/2022,58.5,56.2,60,55.6,116.45K,3.91%
10/20/2022,56.3,58.3,60,56.3,99.71K,-4.58%
10/19/2022,59,62.9,63.5,58.3,328.84K,-5.30%
10/18/2022,62.3,64,64.3,61,216.67K,-2.66%
10/17/2022,64,70,72,63.7,995.83K,-4.48%
10/14/2022,67,54,68,54,2.24M,21.60%
10/13/2022,55.1,51.5,59.4,51,414.39K,6.99%
10/12/2022,51.5,50.4,52,48,170.44K,5.10%
10/11/2022,49,50,50.4,48,88.34K,-2.00%
10/7/2022,50,50,50.5,49.7,208.39K,0.00%
10/6/2022,50,43.2,54,43,313.64K,12.87%
10/5/2022,44.3,43.2,44.5,43.2,25.79K,2.55%
10/4/2022,43.2,43.1,44,42.6,60.21K,-1.82%
10/3/2022,44,44.8,44.8,44,2.38K,-0.45%
9/30/2022,44.2,42.9,44.4,42.9,1.87K,0.00%
9/29/2022,44.2,43.6,44.5,42.6,144.27K,0.45%
9/28/2022,44,45,45,43.5,62.33K,0.00%
9/27/2022,44,44.2,45,43.2,9.82K,-1.12%
9/26/2022,44.5,45.5,45.5,43.5,13.83K,-1.55%
9/23/2022,45.2,45,45.5,44,102.22K,0.44%
9/22/2022,45,45.6,46.5,44.8,32.65K,-4.05%
9/21/2022,46.9,45.5,46.9,45.5,7.02K,1.96%
9/20/2022,46,48.4,48.4,45,12.58K,-1.29%
9/19/2022,46.6,47,47,45.2,10.85K,-0.85%
9/16/2022,47,48,48,46,17.23K,-2.08%
9/15/2022,48,49,49,47.3,12.14K,-1.64%
9/14/2022,48.8,48.5,49,48.5,0.47K,3.83%
9/13/2022,47,50,50,47,66.81K,-4.28%
9/12/2022,49.1,50,50,46.9,32.78K,1.45%
9/9/2022,48.4,49.9,49.9,48,54.35K,-3.20%
9/8/2022,50,52,52.8,49.6,80.94K,2.25%
9/7/2022,48.9,49.4,50,48.9,9.70K,-1.21%
9/6/2022,49.5,51.4,51.4,49.3,27.65K,-2.94%
9/5/2022,51,51.5,52.5,50.1,75.74K,4.72%
9/2/2022,48.7,51.4,51.5,48,43.01K,-2.60%
9/1/2022,50,51,52,50,34.89K,-0.99%
8/31/2022,50.5,53,53,49,33.85K,-4.72%
8/30/2022,53,42.8,54,42.1,119.61K,21.56%
8/29/2022,43.6,42,45,42,17.47K,-6.44%
8/26/2022,46.6,47.1,47.1,46,41.87K,-3.92%
8/25/2022,48.5,50.2,50.2,48,68.50K,-4.90%
8/24/2022,51,50,51.9,48.7,95.13K,-3.59%
8/23/2022,52.9,58.5,58.5,50.1,297.71K,-10.34%
8/22/2022,59,58.1,65.8,55,903.99K,11.95%
8/19/2022,52.7,49,52.7,49,136.63K,24.88%
8/18/2022,42.2,36,42.2,36,184.54K,17.22%
8/17/2022,36,34.7,36,33.5,76.62K,6.82%
8/16/2022,33.7,33.4,34.7,33.1,50.26K,0.60%
8/15/2022,33.5,34,34.7,33,36.31K,0.30%
8/12/2022,33.4,34,34.5,33,32.58K,0.60%
8/10/2022,33.2,33.1,34.9,33,13.26K,0.30%
8/9/2022,33.1,33,36.4,32.9,82.64K,-3.50%
8/8/2022,34.3,36.5,36.9,32,68.47K,-2.28%
8/5/2022,35.1,35.6,36.8,34.5,27.02K,-1.40%
8/4/2022,35.6,36,37.5,35.6,30.89K,1.71%
8/3/2022,35,31,35,31,174.64K,7.69%
8/2/2022,32.5,31.8,32.5,31,44.50K,4.84%
8/1/2022,31,31.8,32,30,39.27K,0.00%
7/29/2022,31,32.5,32.5,30,65.36K,-4.62%
