Date,Price,Open,High,Low,Vol.,Change %
11/27/2020,32.6,32.5,32.8,32.4,8.91K,0.62%
11/26/2020,32.4,32.9,32.9,32.2,4.32K,-0.31%
11/25/2020,32.5,32.5,32.7,32.4,40.41K,0.00%
11/24/2020,32.5,32.8,32.9,32.4,7.63K,0.31%
11/23/2020,32.4,32.6,32.6,32.4,19.81K,-0.31%
11/20/2020,32.5,33.4,33.4,32.5,12.89K,-1.81%
11/19/2020,33.1,33.4,33.4,33,9.89K,-0.60%
11/18/2020,33.3,34,34,32.5,43.28K,-0.89%
11/17/2020,33.6,33,33.6,32.1,24.05K,2.13%
11/16/2020,32.9,33.3,33.3,32.1,8.32K,-0.60%
11/13/2020,33.1,33.1,33.5,33,10.02K,-0.60%
11/12/2020,33.3,33.4,33.4,32.9,18.49K,0.91%
11/11/2020,33,33.2,33.5,32,35.98K,-0.30%
11/10/2020,33.1,33.5,33.5,33,39.32K,-0.90%
11/9/2020,33.4,33.1,33.4,32.6,51.63K,1.21%
11/6/2020,33,33.5,33.9,33,86.03K,-1.49%
11/5/2020,33.5,34,34.1,33.2,103.10K,1.21%
11/4/2020,33.1,33,34.1,33,178.90K,2.48%
11/3/2020,32.3,32,32.8,31.6,254.50K,4.53%
11/2/2020,30.9,31.1,31.3,30.9,20.55K,0.00%
10/29/2020,30.9,31,31,29.5,59.28K,0.32%
10/28/2020,30.8,31.8,31.8,29.7,19.88K,-2.22%
10/27/2020,31.5,31.1,31.8,30.5,8.75K,1.61%
10/26/2020,31,30,31,29.6,21.13K,0.00%
10/23/2020,31,31.7,31.7,30.1,21.03K,-1.59%
10/22/2020,31.5,30.8,31.7,30,10.30K,1.94%
10/21/2020,30.9,31.6,31.6,29,31.33K,-0.32%
10/20/2020,31,32,32,31,58.33K,-1.90%
10/19/2020,31.6,31.7,32.5,31.1,102.34K,1.61%
10/16/2020,31.1,31.1,31.3,30.7,38.84K,0.32%
10/15/2020,31,30.8,31.6,30.8,13.93K,0.65%
10/14/2020,30.8,30.7,30.8,30,36.84K,0.65%
10/13/2020,30.6,30,31.4,30,15.05K,-2.86%
10/12/2020,31.5,31.5,31.8,31,41.01K,0.64%
10/9/2020,31.3,31,31.7,30.9,35.78K,0.97%
10/8/2020,31,31,31.1,30.7,71.51K,0.00%
10/7/2020,31,30,31.4,29.8,24.11K,2.99%
10/6/2020,30.1,30,33.2,29.8,29.23K,0.33%
10/5/2020,30,32,32,29.3,108.41K,-8.54%
10/2/2020,32.8,32.9,33.2,32.6,204.75K,-0.61%
9/30/2020,33,33,33.5,32.3,225.72K,3.77%
9/29/2020,31.8,32.8,33.5,31.8,310.21K,-1.55%
9/28/2020,32.3,31,32.7,31,426.59K,5.56%
9/25/2020,30.6,31,31,30.5,27.03K,-1.92%
9/24/2020,31.2,30.5,31.2,30.3,96.15K,2.97%
9/23/2020,30.3,31,31,30.3,34.65K,-1.94%
9/22/2020,30.9,31,31.2,30.5,52.48K,0.32%
9/21/2020,30.8,31.3,31.3,30.8,41.22K,-0.65%
9/18/2020,31,31,31,30.8,200.76K,0.32%
9/17/2020,30.9,30.9,31.6,30.4,34.83K,0.32%
9/16/2020,30.8,30.5,30.8,30.1,63.47K,0.98%
9/15/2020,30.5,30.3,30.5,30.3,17.93K,0.99%
9/14/2020,30.2,30.4,30.4,29.9,5.87K,-0.33%
9/11/2020,30.3,30.5,30.5,30.3,7.25K,-0.33%
9/10/2020,30.4,30.9,30.9,30,40.12K,-0.33%
9/9/2020,30.5,30,31,30,143.96K,3.04%
9/8/2020,29.6,30.8,30.8,29.6,1.40K,-1.99%
9/7/2020,30.2,30.3,31,30.2,18.78K,0.67%
9/4/2020,30,30,30,29.5,5.07K,0.00%
9/3/2020,30,30.3,30.4,30,5.30K,-0.33%
9/2/2020,30.1,30.4,30.4,30,2.51K,0.33%
8/31/2020,30,30,30.4,29.9,3.30K,0.00%
8/28/2020,30,30,30,29.6,70.02K,0.33%
8/27/2020,29.9,29.9,30,29.5,50.55K,-0.33%
8/26/2020,30,30,30,29.5,5.04K,0.00%
8/25/2020,30,30,30,29.9,122.52K,0.00%
8/24/2020,30,29.5,30,29.5,104.83K,1.69%
8/21/2020,29.5,30.2,30.2,29.5,49.71K,-2.32%
8/20/2020,30.2,30,30.5,30,14.24K,0.67%
8/19/2020,30,30,31,30,115.19K,0.00%
8/18/2020,30,30,30,29.7,64.36K,0.67%
8/17/2020,29.8,30.2,30.2,29.8,24.87K,-0.33%
8/14/2020,29.9,29.8,29.9,29.8,8.88K,-0.33%
8/13/2020,30,30.1,30.1,29.5,194.47K,1.69%
8/12/2020,29.5,29.1,30.4,29.1,142.51K,2.79%
8/11/2020,28.7,28.7,28.7,28.7,1.50K,-0.35%
8/10/2020,28.8,28.7,28.8,28.6,2.53K,0.70%
8/7/2020,28.6,29,29,28.6,1.15K,-1.04%
8/6/2020,28.9,28.9,28.9,28.5,3.84K,0.35%
8/5/2020,28.8,28.8,28.8,28.5,0.42K,-0.35%
8/4/2020,28.9,29,29,28.7,4.67K,-0.34%
7/31/2020,29,29,29,28.9,1.25K,1.75%
7/30/2020,28.5,29.1,29.1,28.5,76.97K,-1.72%
7/29/2020,29,28.5,29.5,28,95.62K,2.84%
7/28/2020,28.2,28.5,28.5,28,2.50K,-1.05%
7/27/2020,28.5,28.4,28.5,28,3.97K,0.00%
7/24/2020,28.5,28.5,28.5,28,3.31K,1.42%
7/23/2020,28.1,28.5,28.5,28.1,2.72K,-0.35%
7/22/2020,28.2,28.4,28.4,28.2,0.56K,-0.70%
7/21/2020,28.4,28.6,28.6,28.2,1.00K,-0.35%
7/20/2020,28.5,28.7,28.7,28,10.74K,0.35%
7/17/2020,28.4,28,28.5,27.7,11.75K,1.79%
7/16/2020,27.9,28.3,28.8,27.8,8.59K,-3.46%
7/15/2020,28.9,29,29,28.1,10.31K,0.70%
7/14/2020,28.7,27,28.9,27,16.19K,2.87%
7/13/2020,27.9,27.5,29.2,27,3.51K,-0.36%
7/10/2020,28,28.8,29.3,28,10.15K,-3.45%
7/9/2020,29,29,29,29,5.45K,0.00%
7/8/2020,29,29.2,29.2,28.5,0.89K,0.69%
7/7/2020,28.8,29,29,28.8,8.49K,0.00%
7/6/2020,28.8,29,29,28.5,4.56K,0.35%
7/3/2020,28.7,28.8,29.3,28.4,8.48K,-1.03%
7/2/2020,29,29.1,29.1,28.7,5.83K,-0.34%
7/1/2020,29.1,29,29.3,28.9,5.80K,0.69%
6/30/2020,28.9,29.5,29.5,28.4,2.77K,1.05%
6/29/2020,28.6,28.9,29.4,28.6,12.38K,-1.04%
6/26/2020,28.9,28.7,29.5,28,19.05K,0.35%
6/25/2020,28.8,29.3,30,28.7,4.29K,-0.69%
6/24/2020,29,28.4,29.1,28,39.95K,6.23%
6/23/2020,27.3,28,28.4,27.3,14.62K,-2.15%
6/22/2020,27.9,27.9,28,27.9,4.14K,1.45%
6/19/2020,27.5,26.9,27.5,26.9,1.76K,0.00%
6/18/2020,27.5,27,28.2,27,2.15K,0.73%
6/17/2020,27.3,27.3,27.6,26.9,8.56K,1.11%
6/16/2020,27,27.4,27.5,27,3.53K,0.37%
6/15/2020,26.9,27.5,27.7,26.9,1.50K,-1.47%
6/12/2020,27.3,27,27.5,26.6,2.11K,1.11%
6/11/2020,27,27.3,27.3,27,5.50K,-1.46%
6/10/2020,27.4,27,27.6,26.5,2.16K,0.74%
6/9/2020,27.2,27.7,27.7,27.2,1.30K,-1.81%
6/8/2020,27.7,27.2,27.8,26.2,4.66K,6.13%
6/4/2020,26.1,25.6,27.9,25.6,20.94K,0.38%
6/3/2020,26,26,26,25.5,6.02K,0.39%
6/2/2020,25.9,26,26.5,25.9,13.09K,-1.15%
6/1/2020,26.2,27,27,26,10.73K,-2.96%
5/29/2020,27,27.5,27.5,26,43.15K,-0.74%
5/28/2020,27.2,27.2,28.5,27.1,13.55K,0.37%
5/27/2020,27.1,27.1,27.1,27.1,2.00K,0.00%
5/26/2020,27.1,27.8,27.8,27.1,11.46K,-2.17%
5/22/2020,27.7,28,28.7,27.6,11.27K,0.73%
5/21/2020,27.5,27.8,28,27.5,4.28K,0.00%
5/20/2020,27.5,28.8,28.8,26.3,1.84K,-1.79%
5/19/2020,28,28.5,29,28,4.65K,-1.75%
5/18/2020,28.5,26,29,26,11.66K,11.33%
5/15/2020,25.6,25.1,25.7,25.1,2.90K,3.23%
5/14/2020,24.8,24.4,26.5,24.4,9.12K,1.64%
5/13/2020,24.4,23.8,24.5,23.5,9.68K,2.52%
5/12/2020,23.8,19,23.8,18,33.56K,8.18%
5/11/2020,22,22,22,22,2.89K,0.00%
3/20/2020,22,22,22,21.9,10.19K,-7.95%
3/13/2020,23.9,23.5,23.9,22.1,11.83K,0.84%
3/12/2020,23.7,23,27,23,20.63K,-12.22%
3/11/2020,27,24.5,27,24.5,3.71K,10.20%
3/10/2020,24.5,25,25,23.6,4.97K,-9.26%
3/6/2020,27,29.3,29.3,26.5,4.79K,-7.85%
3/5/2020,29.3,29.5,29.5,29.3,0.32K,0.69%
3/4/2020,29.1,29.6,29.6,29.1,0.26K,-1.69%
3/3/2020,29.6,29.9,29.9,29.6,0.55K,-1.33%
3/2/2020,30,29,30,28.5,0.10K,0.00%
2/28/2020,30,30,30,28.3,1.98K,0.00%
2/27/2020,30,31.4,31.4,28.5,3.24K,3.45%
2/26/2020,29,29.6,30.1,29,1.23K,-1.69%
2/25/2020,29.5,29.9,29.9,29.5,2.56K,-1.01%
2/24/2020,29.8,30.1,30.1,29.8,0.01K,-1.00%
2/20/2020,30.1,29.8,30.1,29.5,2.31K,-1.63%
2/19/2020,30.6,30.8,30.8,30.6,0.28K,2.68%
2/18/2020,29.8,29.8,30,29.8,0.23K,0.34%
2/17/2020,29.7,29.8,29.9,29.7,2.85K,0.00%
2/14/2020,29.7,29.7,30.8,29.7,2.08K,-3.26%
2/13/2020,30.7,29.8,30.7,29.7,7.04K,1.66%
2/12/2020,30.2,29.5,30.7,29.5,0.13K,0.67%
2/11/2020,30,30.8,30.8,29.8,0.58K,0.67%
2/10/2020,29.8,29.8,29.8,29.7,1.07K,-0.67%
2/7/2020,30,30,30,29.8,1.00K,0.00%
2/6/2020,30,30,30,29.1,0.88K,0.33%
2/5/2020,29.9,30,30.9,29.9,0.91K,-0.33%
2/3/2020,30,30.8,30.8,30,0.74K,-3.23%
1/31/2020,31,30,31,30,8.37K,3.33%
1/30/2020,30,30,30,30,1.19K,0.33%
1/29/2020,29.9,30,30,29.9,0.15K,-0.99%
1/28/2020,30.2,29.6,30.2,29.6,2.62K,-1.31%
1/27/2020,30.6,31,31,30.6,0.92K,-0.65%
1/24/2020,30.8,31,31.4,30.8,0.96K,-0.65%
1/23/2020,31,30,31,29.5,9.17K,1.97%
1/22/2020,30.4,30.5,30.7,29.5,1.27K,1.67%
1/21/2020,29.9,29.6,30,29.5,5.70K,-2.92%
1/20/2020,30.8,30.9,30.9,29.6,0.76K,1.32%
1/17/2020,30.4,30.7,30.7,30.4,0.11K,-1.30%
1/16/2020,30.8,30.2,30.8,29.9,0.74K,-0.65%
1/14/2020,31,31,31,30.8,1.29K,0.00%
1/13/2020,31,31.4,31.4,31,0.12K,-0.64%
1/9/2020,31.2,30.8,31.2,30,3.37K,7.59%
1/8/2020,29,30.1,31,29,5.65K,-4.92%
1/7/2020,30.5,31,31,30.5,2.85K,-1.61%
1/6/2020,31,31.2,31.2,30.5,3.78K,0.00%
1/3/2020,31,31,31.8,30.6,4.84K,-1.59%
1/2/2020,31.5,31,31.5,31,3.44K,-1.56%
12/31/2019,32,31,32,31,2.08K,0.63%
12/30/2019,31.8,30.5,31.8,30.5,5.07K,1.92%
12/27/2019,31.2,30.6,31.2,30.4,2.85K,0.00%
12/26/2019,31.2,30.7,31.2,30.3,11.23K,1.63%
12/24/2019,30.7,29.8,30.7,29.8,8.36K,0.00%
12/23/2019,30.7,30.7,30.7,30.7,0.04K,-0.65%
12/20/2019,30.9,31.1,31.1,30.9,0.52K,1.31%
12/19/2019,30.5,31,31.5,29.9,15.41K,-1.61%
12/18/2019,31,30.4,31.1,30,13.84K,1.64%
12/17/2019,30.5,30.4,30.6,30.4,4.15K,0.00%
12/16/2019,30.5,30.7,31.8,30.5,7.34K,-5.28%
12/13/2019,32.2,31,32.2,31,1.00K,0.00%
12/12/2019,32.2,32.2,32.2,32.2,0.00K,-0.31%
12/10/2019,32.3,32,32.4,30.9,3.06K,0.94%
12/9/2019,32,32.2,32.5,32,3.16K,-0.62%
12/6/2019,32.2,32.5,32.5,32.2,2.89K,-0.92%
12/5/2019,32.5,32.5,32.5,32.2,0.20K,1.56%
12/4/2019,32,32.9,33.3,32,1.87K,0.00%
12/3/2019,32,33.5,33.5,32,10.94K,-4.19%
12/2/2019,33.4,33.5,33.5,33,0.98K,1.21%
11/29/2019,33,32.5,34,32.5,9.21K,-0.30%
11/28/2019,33.1,32.8,33.8,32,69.89K,3.44%
11/27/2019,32,32,32.3,31.7,2.49K,-0.93%
11/26/2019,32.3,33.1,33.1,31.7,2.67K,1.89%
11/25/2019,31.7,33.3,33.4,30.8,6.86K,-2.46%
11/22/2019,32.5,33.5,33.5,30.2,8.00K,-2.99%
11/21/2019,33.5,33.4,33.5,32.9,28.61K,3.40%
11/20/2019,32.4,33,33.7,32.1,68.65K,-1.82%
11/19/2019,33,34,34.1,32.9,63.71K,-2.65%
11/18/2019,33.9,33.2,34.5,33,25.01K,3.04%
11/15/2019,32.9,32.1,33.4,31.7,10.58K,2.81%
11/14/2019,32,31.6,32,31.6,1.10K,-0.31%
11/13/2019,32.1,32,32.1,31.7,3.51K,0.31%
11/8/2019,32,32.2,32.2,32,22.79K,0.00%
11/7/2019,32,31.9,32,31.5,6.22K,0.63%
11/6/2019,31.8,32.5,32.5,31.5,19.90K,-2.15%
11/5/2019,32.5,32.8,33,32.1,12.95K,0.31%
11/4/2019,32.4,33,33,32,4.94K,-1.52%
11/1/2019,32.9,32.4,33.2,32,36.60K,1.54%
10/31/2019,32.4,31.8,32.5,31.1,28.29K,2.86%
10/30/2019,31.5,30.5,31.6,30.5,40.96K,1.61%
10/29/2019,31,31.4,31.4,30.5,1.09K,1.64%
10/28/2019,30.5,30.5,31.5,30.5,0.82K,-2.24%
10/25/2019,31.2,30.7,31.5,30.1,47.60K,2.30%
10/24/2019,30.5,30,30.7,30,31.48K,3.04%
10/23/2019,29.6,30.9,30.9,29.6,9.74K,-1.33%
10/22/2019,30,30.2,30.8,30,3.12K,0.67%
10/21/2019,29.8,30.9,30.9,29.6,3.11K,-2.61%
10/18/2019,30.6,30,30.9,29.9,8.09K,0.99%
10/17/2019,30.3,29.9,30.5,29,5.06K,4.48%
10/16/2019,29,29,29.5,28.9,12.09K,-3.01%
10/15/2019,29.9,29.3,29.9,28.7,22.77K,1.70%
10/14/2019,29.4,29.9,29.9,29.3,12.61K,-1.34%
10/11/2019,29.8,29.5,29.8,29.4,7.53K,0.00%
10/10/2019,29.8,29.7,30.4,29.3,1.89K,1.02%
10/9/2019,29.5,29,29.5,28.5,22.54K,1.37%
10/8/2019,29.1,29.5,29.5,29.1,3.30K,-1.02%
10/7/2019,29.4,29,29.5,29,2.05K,1.38%
10/4/2019,29,29,29,28.2,0.56K,-1.69%
10/3/2019,29.5,28.9,29.5,28.1,3.94K,2.08%
10/2/2019,28.9,28.9,28.9,28.9,0.01K,-3.67%
10/1/2019,30,30,30,30,0.05K,3.45%
9/30/2019,29,29.3,30,29,4.83K,-1.69%
9/27/2019,29.5,29.2,29.5,29.1,3.88K,0.00%
9/26/2019,29.5,29.5,29.5,29.4,2.25K,0.00%
9/25/2019,29.5,29.5,29.5,29.3,2.06K,-1.01%
9/24/2019,29.8,30.3,30.3,29.3,4.55K,-0.67%
9/23/2019,30,29.2,30,29.2,5.87K,0.00%
9/20/2019,30,29.4,30,29.3,5.18K,0.00%
9/19/2019,30,29.9,30,29.5,5.40K,0.33%
9/18/2019,29.9,29.3,30.5,29.3,11.19K,1.36%
9/17/2019,29.5,30,30.5,29.5,16.88K,0.00%
9/16/2019,29.5,30,30.2,29.5,2.39K,-1.67%
9/12/2019,30,29.6,30.1,29.5,7.11K,-0.99%
9/11/2019,30.3,29.2,30.3,29,2.22K,1.00%
9/10/2019,30,30.6,30.6,29.1,29.48K,0.33%
9/9/2019,29.9,31.9,31.9,29.1,36.65K,-5.08%
9/6/2019,31.5,31.1,32.4,30,45.50K,-1.25%
9/5/2019,31.9,28.8,34.4,28.8,320.78K,13.93%
9/4/2019,28,28,29,27.3,10.08K,0.00%
9/3/2019,28,29.1,29.2,28,1.56K,-0.36%
9/2/2019,28.1,29.2,29.2,28.1,0.13K,-3.77%
8/30/2019,29.2,29,29.4,28.5,2.77K,1.74%
8/29/2019,28.7,29,29.4,28.7,4.69K,0.00%
8/28/2019,28.7,29.6,29.6,28.7,1.84K,-3.04%
8/27/2019,29.6,28.6,29.6,28.6,5.00K,2.42%
8/26/2019,28.9,29,29.5,28.9,1.22K,-0.34%
8/23/2019,29,28.7,29,28.5,0.29K,1.05%
8/22/2019,28.7,28.7,29.3,28.6,7.12K,0.00%
8/21/2019,28.7,28.9,29.9,28.7,0.68K,-4.33%
8/20/2019,30,29.7,30,29.5,2.60K,4.53%
8/19/2019,28.7,29.7,30,28.6,2.92K,-3.37%
8/16/2019,29.7,29.9,30,29.7,4.37K,0.34%
8/15/2019,29.6,29.3,29.9,29.3,6.35K,1.72%
8/13/2019,29.1,31.5,31.5,29,25.27K,-6.43%
8/9/2019,31.1,29,31.5,29,36.46K,9.12%
8/8/2019,28.5,29.2,29.2,28.5,1.59K,-2.40%
8/7/2019,29.2,28.1,29.8,28.1,9.48K,3.91%
8/6/2019,28.1,27.5,28.1,27.4,9.79K,1.08%
8/5/2019,27.8,27.5,29,27.5,0.13K,-3.47%
8/2/2019,28.8,29,29,27.4,26.10K,-0.69%
8/1/2019,29,29,29.9,28.5,16.97K,0.00%
7/31/2019,29,30,30,28.4,9.97K,-2.68%
7/30/2019,29.8,31.3,31.8,28,41.13K,-6.29%
7/29/2019,31.8,28.4,31.9,28.4,103.79K,11.97%
7/26/2019,28.4,24.5,28.9,24.5,119.51K,15.92%
7/25/2019,24.5,24.9,24.9,24.2,2.87K,-1.21%
7/24/2019,24.8,23.5,24.8,23.5,63.98K,3.77%
7/23/2019,23.9,23.4,23.9,23,30.08K,1.70%
7/22/2019,23.5,23.9,23.9,23.4,8.44K,-0.84%
7/19/2019,23.7,23.6,23.8,23.5,6.06K,-0.42%
7/18/2019,23.8,23.5,23.9,23.4,11.85K,-0.42%
7/17/2019,23.9,23.5,24,23.4,5.98K,1.70%
7/15/2019,23.5,23,23.5,23,3.98K,-0.42%
7/12/2019,23.6,23.4,23.7,23,5.53K,0.43%
7/11/2019,23.5,23.2,23.7,22.4,6.21K,6.82%
7/10/2019,22,22.5,23.7,22,89.70K,-4.76%
7/9/2019,23.1,23.8,23.8,23.1,4.40K,-1.70%
7/8/2019,23.5,23.6,24,23,8.83K,-1.26%
7/5/2019,23.8,23,24,23,8.80K,1.28%
7/4/2019,23.5,23,23.5,22.8,22.10K,2.17%
7/3/2019,23,22.9,23.9,22.6,30.28K,0.44%
7/2/2019,22.9,22.6,22.9,22.3,5.70K,-0.43%
7/1/2019,23,23,23,23,0.69K,0.00%
6/28/2019,23,23,23.7,22.5,12.68K,0.00%
6/27/2019,23,22.1,23,22,2.80K,2.22%
6/26/2019,22.5,22.6,22.6,22.5,0.09K,-2.17%
6/25/2019,23,23,23,22.5,3.37K,0.00%
6/24/2019,23,23,23,23,3.15K,0.00%
6/21/2019,23,23,23,23,0.64K,0.00%
6/20/2019,23,23,23,23,0.30K,0.00%
6/19/2019,23,23,23,23,1.80K,0.44%
6/18/2019,22.9,23,23,22.9,0.75K,-0.43%
6/17/2019,23,23.1,23.2,23,8.75K,-4.17%
6/14/2019,24,23.9,24,23.9,1.00K,0.42%
6/13/2019,23.9,23.9,24,23.2,6.50K,0.42%
6/12/2019,23.8,23.5,23.9,22.7,3.77K,-0.42%
6/11/2019,23.9,23.4,24,23,1.41K,3.46%
6/10/2019,23.1,23.4,23.4,23.1,0.04K,-0.86%
6/7/2019,23.3,23.4,23.4,23.2,0.42K,-0.43%
6/6/2019,23.4,22,23.4,22,0.95K,2.18%
6/4/2019,22.9,23.2,23.2,22.2,3.50K,-0.43%
6/3/2019,23,23,23,23,0.50K,-3.36%
5/31/2019,23.8,23.8,24,23,3.02K,-0.83%
5/30/2019,24,23.7,24,23.7,11.26K,1.27%
5/29/2019,23.7,23,23.7,23,5.21K,6.76%
5/28/2019,22.2,22.6,23,22,2.74K,-3.48%
5/27/2019,23,23.6,23.6,22.5,3.85K,0.00%
5/24/2019,23,22.9,23.8,22.9,2.35K,0.00%
5/23/2019,23,23,23.8,22.8,4.55K,0.00%
5/22/2019,23,24,24,23,1.21K,-2.13%
5/21/2019,23.5,23.9,24,23,6.90K,0.00%
5/17/2019,23.5,22.1,23.8,21.5,40.03K,8.29%
5/16/2019,21.7,20,21.7,19.6,70.44K,8.50%
5/15/2019,20,20,20,19.8,6.56K,0.00%
5/14/2019,20,21,21,19.8,26.97K,-4.31%
5/13/2019,20.9,21.8,22,20.8,2.66K,0.48%
5/10/2019,20.8,21.1,21.6,20.2,2.99K,-6.73%
5/8/2019,22.3,22.3,22.3,22.3,0.20K,0.00%
5/7/2019,22.3,22,22.5,21.7,2.38K,1.36%
5/6/2019,22,22,22.7,22,5.23K,-3.08%
5/3/2019,22.7,22.1,22.8,22,2.30K,-0.44%
5/2/2019,22.8,22.8,22.8,22.8,0.19K,-0.44%
4/30/2019,22.9,22.9,22.9,22.9,0.23K,4.09%
4/29/2019,22,22.9,23,22,2.22K,-3.08%
4/26/2019,22.7,22.7,22.7,22.7,0.10K,0.00%
4/25/2019,22.7,23,23,21.8,1.14K,0.89%
4/24/2019,22.5,21.6,22.5,21.5,6.18K,-0.88%
4/23/2019,22.7,22,22.7,22,0.50K,-1.73%
4/18/2019,23.1,23.3,23.4,23,0.20K,0.00%
4/17/2019,23.1,23.1,23.2,23.1,1.26K,-1.70%
4/16/2019,23.5,23.1,23.5,23,6.28K,4.44%
4/12/2019,22.5,22.5,22.5,22.5,0.01K,-2.17%
4/10/2019,23,23,23.1,22.4,0.60K,-0.86%
4/9/2019,23.2,23.3,23.3,22.2,0.61K,0.00%
4/8/2019,23.2,23.2,23.2,23.2,0.06K,-0.85%
4/5/2019,23.4,23.5,23.5,23,1.96K,-0.43%
4/4/2019,23.5,22.4,23.5,22.4,8.03K,4.91%
4/3/2019,22.4,21.8,22.5,21.8,3.22K,4.19%
4/2/2019,21.5,21.6,22,21.5,10.46K,-2.27%
4/1/2019,22,21.2,22.3,21.2,6.25K,2.33%
3/29/2019,21.5,21.5,22.5,21.2,1.73K,-4.44%
3/28/2019,22.5,22,23,21.7,26.38K,4.17%
3/27/2019,21.6,21.5,22,21.4,14.60K,-1.82%
3/26/2019,22,22,22.9,21.5,17.96K,0.00%
3/25/2019,22,23.7,23.7,22,1.35K,-3.51%
3/22/2019,22.8,23.4,23.4,22,30.97K,-2.56%
3/21/2019,23.4,23.6,23.7,23.4,7.77K,0.86%
3/19/2019,23.2,23.2,23.8,23.2,4.56K,0.00%
3/18/2019,23.2,22.6,23.2,22.1,2.07K,4.04%
3/15/2019,22.3,22.5,22.5,22,2.20K,0.00%
3/14/2019,22.3,22.4,22.4,22.1,0.41K,1.36%
3/13/2019,22,21.5,22.7,20.7,30.08K,4.76%
3/12/2019,21,21,21,20.6,1.91K,2.44%
3/11/2019,20.5,22.3,22.3,20.5,19.08K,-6.82%
3/8/2019,22,22.5,22.5,22,0.41K,-3.51%
3/7/2019,22.8,22.8,22.8,22.8,0.00K,-1.30%
3/6/2019,23.1,22,23.2,22,5.29K,5.00%
3/5/2019,22,22,22,21.6,13.00K,0.00%
3/1/2019,22,22,22,21.6,5.80K,-5.98%
2/28/2019,23.4,22.5,23.4,22.5,1.85K,4.00%
2/27/2019,22.5,22,22.5,21.5,3.09K,2.27%
2/26/2019,22,21.4,22,21.4,1.01K,0.46%
2/25/2019,21.9,22,22,21.5,2.49K,4.29%
